pr__vendor,price,location_lat,location_long,location_zip,location_census_block,location_address,date
Spectrum,58.59,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-03-11
Spectrum,58.19,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-03-25
Spectrum,60.19,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-04-08
Spectrum,58.49,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-04-22
Spectrum,59.89,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-05-06
Spectrum,60.99,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-05-20
Spectrum,59.59,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-06-03
Spectrum,61.29,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-06-17
Spectrum,58.69,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-01-01
Spectrum,60.69,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-01-15
Spectrum,59.69,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-01-29
Spectrum,61.19,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-02-12
Spectrum,59.79,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-02-26
Spectrum,61.79,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-03-11
Spectrum,61.39,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-03-25
Spectrum,63.39,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-04-08
Spectrum,61.69,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-04-22
Spectrum,63.09,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-05-06
Spectrum,64.19,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-05-20
Spectrum,62.79,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-06-03
Spectrum,64.49,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-06-17
Spectrum,60.19,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-01-01
Spectrum,62.19,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-01-15
Spectrum,61.19,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-01-29
Spectrum,62.69,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-02-12
Spectrum,61.29,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-02-26
Spectrum,63.29,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-03-11
Spectrum,62.89,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-03-25
Spectrum,64.89,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-04-08
Spectrum,63.19,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-04-22
Spectrum,64.59,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-05-06
Spectrum,65.69,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-05-20
Spectrum,64.29,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-06-03
Spectrum,65.99,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-06-17
Spectrum,56.39,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-01-01
Spectrum,58.39,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-01-15
Spectrum,57.39,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-01-29
Spectrum,58.89,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-02-12
Spectrum,57.49,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-02-26
Spectrum,59.49,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-03-11
Spectrum,59.09,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-03-25
Spectrum,61.09,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-04-08
Spectrum,59.39,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-04-22
Spectrum,60.79,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-05-06
Spectrum,61.89,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-05-20
Spectrum,60.49,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-06-03
Spectrum,62.19,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-06-17
Verizon Fios,71.09,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-01-01
Verizon Fios,69.59,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-01-15
Verizon Fios,71.99,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-01-29
Verizon Fios,71.49,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-02-12
Verizon Fios,73.89,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-02-26
Verizon Fios,72.39,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-03-11
Verizon Fios,74.29,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-03-25
Verizon Fios,73.39,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-04-08
Verizon Fios,75.79,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-04-22
Verizon Fios,75.29,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-05-06
Verizon Fios,77.79,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-05-20
Verizon Fios,76.69,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-06-03
Verizon Fios,78.39,29.753,-95.373,77002,482011001001001,"1000 Main St, Houston, TX 77002",2024-06-17
Verizon Fios,72.29,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-01-01
Verizon Fios,70.79,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-01-15
Verizon Fios,73.19,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-01-29
Verizon Fios,72.69,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-02-12
Verizon Fios,75.09,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-02-26
Verizon Fios,73.59,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-03-11
Verizon Fios,75.49,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-03-25
Verizon Fios,74.59,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-04-08
Verizon Fios,76.99,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-04-22
Verizon Fios,76.49,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-05-06
Verizon Fios,78.99,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-05-20
Verizon Fios,77.89,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-06-03
Verizon Fios,79.59,29.738,-95.39,77006,482011002001001,"2500 Montrose Blvd, Houston, TX 77006",2024-06-17
Verizon Fios,76.99,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-01-01
Verizon Fios,75.49,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-01-15
Verizon Fios,77.89,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-01-29
Verizon Fios,77.39,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-02-12
Verizon Fios,79.79,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-02-26
Verizon Fios,78.29,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-03-11
Verizon Fios,80.19,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-03-25
Verizon Fios,79.29,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-04-08
Verizon Fios,81.69,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-04-22
Verizon Fios,81.19,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-05-06
Verizon Fios,83.69,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-05-20
Verizon Fios,82.59,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-06-03
Verizon Fios,84.29,29.752,-95.414,77019,482011003001001,"3300 River Oaks Blvd, Houston, TX 77019",2024-06-17
Verizon Fios,78.49,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-01-01
Verizon Fios,76.99,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-01-15
Verizon Fios,79.39,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-01-29
Verizon Fios,78.89,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-02-12
Verizon Fios,81.29,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-02-26
Verizon Fios,79.79,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-03-11
Verizon Fios,81.69,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-03-25
Verizon Fios,80.79,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-04-08
Verizon Fios,83.19,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-04-22
Verizon Fios,82.69,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-05-06
Verizon Fios,85.19,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-05-20
Verizon Fios,84.09,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-06-03
Verizon Fios,85.79,29.757,-95.461,77056,482011004001001,"5100 Westheimer Rd, Houston, TX 77056",2024-06-17
Verizon Fios,73.19,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-01-01
Verizon Fios,71.69,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-01-15
Verizon Fios,74.09,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-01-29
Verizon Fios,73.59,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-02-12
Verizon Fios,75.99,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-02-26
Verizon Fios,74.49,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-03-11
Verizon Fios,76.39,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-03-25
Verizon Fios,75.49,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-04-08
Verizon Fios,77.89,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-04-22
Verizon Fios,77.39,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-05-06
Verizon Fios,79.89,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-05-20
Verizon Fios,78.79,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-06-03
Verizon Fios,80.49,29.773,-95.387,77007,482011005001001,"700 W 19th St, Houston, TX 77007",2024-06-17
